la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr,defect
1,1,1,1,0.0,1.0,0.11653935185185184,2.0,0,27.0,17.366412037037037,1.0,3.0,450.0,0.0002075873164149,0.0234054699257875,False
15,13,1,1,0.0,1.0,4.657592592592592,1.0,0,14.0,24.7571875,1.0,122.0,305.0,0.0063829787234042,0.0158796056045666,False
34,2,1,1,0.3095434291503252,2.0,3.436608796296296,3.0,0,9.0,140.72402777777776,1.0,219.0,242.0,0.0114161174822271,0.0126096206735509,False
16,11,2,1,0.954685946946356,1.0,3.2363541666666666,1.0,0,6.0,0.6797800925925926,1.0,1760.0,3010.0,0.0913760896637609,0.1562370278123702,False
4,0,1,1,0.0,1.0,3.2363541666666666,1.0,0,4.0,0.007569444444444445,1.0,1761.0,3011.0,0.0914232345768692,0.1562808073470658,False
1,1,1,1,0.0,1.0,3.2363541666666666,1.0,0,5.0,0.011238425925925924,1.0,1762.0,3012.0,0.0914703745979039,0.1563245823389021,False
15,9,4,1,0.7641844496045105,3.0,8.140081018518519,12.0,0,112.0,1.0671875,2.0,130.0,4237.0,0.0067963683527885,0.219870298313878,False
1,1,1,1,0.0,3.0,0.9044791666666666,2.0,0,1.0,14.043668981481481,1.0,82.0,613.0,0.0043058725876737,0.0318530815521892,True
12,18,1,1,0.0,1.0,1.5325694444444444,1.0,0,26.0,17.78287037037037,1.0,451.0,2345.0,0.0234476318929293,0.1216994345593193,False
4,1,1,1,0.0,3.0,0.9044791666666666,2.0,0,1.0,0.8622106481481482,1.0,83.0,614.0,0.0043572984749455,0.0319016495487083,False
17,20,1,1,0.0,1.0,0.1039814814814815,1.0,0,8.0,84.65359953703704,1.0,1991.0,504.0,0.10332486124799,0.0261943046838528,False
28,0,1,1,0.0,6.0,12.98388888888889,1.0,0,12.0,0.7088310185185186,1.0,11.0,171.0,0.0018256503879507,0.0261676555606268,False
2,2,2,2,1.0,2.0,5.204224537037037,2.0,0,2.0,14.806064814814816,1.0,239.0,64.0,0.7058823529411765,0.1911764705882352,False
1079,481,1,1,0.6032151590731407,9.0,59.41450231481482,1.0,1,33.0,8.36539797008547,1.0,319.0,319.0,0.0165975103734439,0.0165975103734439,False
0,3,1,1,0.0,2.0,12.194097222222224,2.0,0,5.0,3.9573495370370373,1.0,275.0,3013.0,0.0143146102380581,0.1563196929619833,False
131,2,2,1,0.3953906960490341,1.0,3.1363541666666666,1.0,0,6.0,1.0456597222222224,1.0,1763.0,3014.0,0.0914842858624624,0.156363447775127,False
22,13,1,1,0.512709142030877,5.0,17.03181712962963,5.0,0,4.0,3.979085648148148,1.0,276.0,3015.0,0.0143649847015505,0.1564071980500959,False
4,3,1,1,0.0,1.0,3.0173958333333335,1.0,0,5.0,0.11873842592592593,1.0,1764.0,3016.0,0.0915266542211159,0.1564509437875959,False
23,1,1,1,0.0,6.0,17.050011574074073,3.0,0,4.0,0.014432870370370372,1.0,277.0,3017.0,0.0144153487166191,0.1564946849883329,False
2,1,1,1,0.0,1.0,4.908425925925926,1.0,0,2.0,3.050613425925926,1.0,67.0,689.0,0.0103437785214481,0.1049589291146942,False
27,0,1,1,0.876716288999464,4.0,4.13449074074074,3.0,0,2.0,111.53775462962962,1.0,34.0,93.0,0.0018147879290677,0.004874001866639,False
6,2,1,1,0.0,3.0,6.254224537037037,2.0,0,12.0,3.0615046296296295,1.0,220.0,1992.0,0.0114584953595686,0.1033338518172862,False
4,0,1,1,0.0,2.0,0.32203703703703707,2.0,0,22.0,11.734641203703703,2.0,1993.0,542.0,0.103380340107839,0.0281522189962671,False
5,0,2,1,0.8649735207179273,1.0,0.18449074074074076,1.0,0,5.0,14.892060185185185,1.0,240.0,27.0,0.7194029850746269,0.0835820895522388,False
148,105,1,1,0.9280226912051948,1.0,3.0173958333333335,1.0,0,6.0,0.06072916666666667,1.0,1765.0,3018.0,0.09155477214993,0.1565140753797501,False
0,1,1,1,0.0,1.0,1.0539467592592593,2.0,0,3.0,5.668414351851852,1.0,59.0,142.0,0.0031104199066874,0.0074131674442716,False
5,2,1,1,0.0,1.0,0.27771990740740743,1.0,0,20.0,23.909756944444442,1.0,1994.0,407.0,0.1034161007723809,0.021149758954953,False
6,0,1,1,0.0,2.0,20.966099537037035,8.0,0,4.0,333.17296296296297,3.0,2.0,2558.0,0.000155504872486,0.1326456562305619,False
0,5,1,1,0.0,1.0,0.33991898148148153,1.0,0,4.0,6.64818287037037,1.0,3019.0,1766.0,0.1565334577307832,0.0915876224537396,False
4,2,1,1,0.0,1.0,0.27113425925925927,1.0,0,0.0,0.0,1.0,241.0,28.0,0.7202380952380952,0.0863095238095238,False
43,0,2,1,0.964609563733505,1.0,0.33991898148148153,1.0,0,5.0,0.02027777777777778,1.0,3020.0,1767.0,0.1565771742510625,0.0916347050896651,False
6,1,2,2,0.863120568566631,2.0,4.844675925925926,1.0,0,14.0,69.46602430555556,1.0,631.0,1857.0,0.028526292033401,0.0838636876551568,False
59,42,1,1,0.4788918008894505,2.0,3.0173958333333335,1.0,0,6.0,0.04783564814814815,1.0,1769.0,3021.0,0.091728855721393,0.1566127694859038,False
6,4,1,1,0.9709505944546686,2.0,3.0085995370370373,1.0,0,5.0,0.009537037037037037,1.0,1770.0,3022.0,0.0917759237187127,0.1566564750997564,False
2,16,1,1,0.3095434291503252,4.0,10.156493055555556,8.0,0,4.0,361.0229166666666,3.0,62.0,2379.0,0.0032645870038345,0.1233288423670846,False
13,2,2,1,0.8616157143988104,2.0,2.9946296296296295,1.0,0,24.0,0.013078703703703703,1.0,1771.0,3023.0,0.0918182289237784,0.1566920565832426,False
23,4,1,1,0.3809465857053901,2.0,2.9822685185185183,1.0,0,2.0,0.08373263888888889,1.0,1772.0,3024.0,0.0918652849740932,0.1567357512953368,False
6,0,1,1,0.9182958340544896,2.0,2.878888888888889,3.0,0,1.0,46.029641203703704,1.0,354.0,161.0,0.0183928293870783,0.0083933474949484,False
115,12,1,1,0.6664725194453278,1.0,0.14252314814814815,1.0,0,9.0,54.14752700617283,1.0,452.0,363.0,0.0234690705626359,0.0188581494145684,False
1,1,1,1,0.0,1.0,0.14252314814814815,1.0,0,9.0,0.013645833333333334,1.0,453.0,364.0,0.0235196601564523,0.0189089778790861,False
49,393,1,1,0.6349997969152976,3.0,34.287835648148146,7.0,0,1.0,16.044224537037035,2.0,60.0,980.0,0.0031599668462494,0.0508184832159138,False
1,1,1,1,0.0,3.0,6.042731481481481,2.0,0,1.0,16.126909722222223,1.0,16.0,21.0,0.0181236673773987,0.0234541577825159,False
241,217,1,1,0.8720261626472499,4.0,2.8669675925925926,3.0,0,9.0,2.1074189814814814,2.0,454.0,382.0,0.0235690235690235,0.0198394198394198,False
2,0,1,1,0.0,3.0,2.9478703703703704,4.0,0,1.0,57.597685185185185,1.0,13.0,243.0,0.0007251631617113,0.0126385579612555,False
1,1,1,1,0.0,1.0,14.418773148148148,3.0,0,18.0,8.811041666666666,2.0,2347.0,2352.0,0.1216139224115605,0.1218728958408867,False
3,3,1,1,0.0,2.0,2.2800462962962964,1.0,0,2.0,0.7014930555555555,1.0,1773.0,3025.0,0.0918790138802568,0.1567226020302465,False
5,6,1,1,0.0,1.0,310.94876157407407,4.0,0,18.0,0.9593287037037036,6.0,134.0,2043.0,0.0069915583406701,0.1058573722098503,False
1,2,1,1,0.0,1.0,1.2022453703703704,2.0,0,3.0,2.910671296296296,1.0,231.0,177.0,0.0120145002589331,0.0092180217503884,False
6,2,1,1,0.0,3.0,4.3708680555555555,4.0,0,33.0,17.561423611111113,2.0,132.0,2099.0,0.0068872663248925,0.1087463103930402,False
5,8,1,1,0.8479836109346183,1.0,1.1141666666666665,2.0,0,23.0,27.287087191358022,1.0,232.0,178.0,0.0120650372825186,0.0092688483844241,False
5,3,1,1,0.954434002924965,1.0,1.1141550925925927,2.0,0,12.0,0.010625,1.0,233.0,179.0,0.0121161911665717,0.009320147051209,False
0,0,2,1,0.0,2.0,43.77734953703703,3.0,0,1.0,16.87547453703704,2.0,61.0,2626.0,0.0032101066583825,0.1360153256704981,False
84,25,3,2,0.7347587906058419,4.0,11.356319444444445,9.0,0,105.0,1.5888107638888889,3.0,157.0,3399.0,0.0071251409244644,0.153325817361894,False
78,83,2,2,0.6668500921803624,2.0,43.858518518518515,1.0,0,1.0,0.6884907407407407,1.0,62.0,1775.0,0.0032615448332988,0.091944501967281,False
1,1,1,1,0.0,1.0,2.038125,1.0,0,4.0,1.0978356481481482,1.0,1776.0,3026.0,0.0919915100688512,0.1567013511414816,False
2,2,1,1,0.0,1.0,2.0231828703703703,1.0,0,4.0,0.014837962962962963,1.0,1777.0,3027.0,0.0920385133036546,0.1567450046588673,False
17,20,10,1,0.9147196305899754,3.0,22.104097222222222,7.0,0,114.0,5.918597756410256,1.0,99.0,861.0,0.0051762513587659,0.0446192867125627,False
73,25,1,1,0.7151485327986884,9.0,7.037951388888889,23.0,0,7.0,6.257924382716049,2.0,411.0,324.0,0.0213250517598343,0.0168219461697722,False
2,16,1,1,0.9182958340544896,1.0,1.9902430555555555,6.0,0,4.0,115.84850694444445,3.0,19.0,2113.0,0.0010351431085347,0.1094146265721236,False
2,0,1,1,0.0,2.0,1.741412037037037,4.0,0,10.0,10.528831018518519,1.0,2348.0,130.0,0.1215712659145016,0.0067798364558534,False
0,2,1,1,1.0,1.0,4.088368055555556,8.0,0,13.0,3.513240740740741,1.0,2349.0,131.0,0.1216167261812348,0.0068312373854991,False
1,3,1,1,0.0,1.0,5.024965277777778,5.0,0,7.0,0.6118055555555556,2.0,412.0,325.0,0.0213723866694266,0.0168702132063754,False
13,2,1,1,0.3533593350214213,1.0,1.164849537037037,1.0,0,5.0,1.8298032407407405,1.0,1778.0,3028.0,0.0920569210866752,0.1567399741267787,False
3,13,3,2,0.985056822321508,2.0,0.15694444444444444,2.0,0,33.0,4.9368287037037035,1.0,435.0,1868.0,0.0196520328134859,0.0842423149734066,False
8,0,1,1,0.8112781244591328,3.0,0.1494212962962963,0.0,1,4.0,2.170162037037037,1.0,144.0,144.0,0.0075024577016608,0.0075024577016608,False
4,1,1,1,0.0,2.0,0.17824074074074073,0.0,1,4.0,0.0023958333333333336,1.0,145.0,145.0,0.0075538079470198,0.0075538079470198,False
0,1,1,1,0.0,2.0,0.20146990740740742,0.0,1,4.0,0.005787037037037038,1.0,146.0,146.0,0.0076051528790935,0.0076051528790935,False
256,0,2,2,0.0659144123432416,5.0,0.22878472222222224,0.0,1,4.0,0.0008738425925925926,1.0,176.0,176.0,0.00797656602073,0.00797656602073,False
5,2,1,1,0.0,1.0,0.03116898148148148,0.0,1,2.0,8.159710648148147,1.0,148.0,148.0,0.0077078268066835,0.0077078268066835,False
0,4,1,1,0.0,1.0,0.030312500000000003,0.0,1,4.0,0.002048611111111111,1.0,149.0,149.0,0.0077591558038485,0.0077591558038485,False
1,1,1,1,0.0,1.0,0.0296412037037037,0.0,1,2.0,42.01122685185185,1.0,150.0,150.0,0.0078104794910257,0.0078104794910257,False
1,1,1,1,0.0,1.0,0.8038194444444445,1.0,0,4.0,1.2185300925925926,1.0,1780.0,3029.0,0.0921175131892003,0.1567187338367642,False
0,50,1,1,0.7674062779094818,4.0,7.051782407407408,7.0,0,7.0,0.6052083333333333,2.0,413.0,326.0,0.021411947245927,0.0169123351435221,False
1,1,1,1,0.0,1.0,0.7253819444444445,1.0,0,2.0,1.4898148148148147,1.0,1781.0,3030.0,0.0921597021100537,0.1567542407943732,False
4,0,1,1,0.0,2.0,0.7253819444444445,1.0,0,2.0,0.001087962962962963,1.0,1782.0,3031.0,0.0922066504628432,0.1567978486838703,False
62,62,1,1,0.7311491601905867,2.0,7.558611111111111,14.0,0,7.0,0.8071701388888889,2.0,414.0,327.0,0.0214603371599958,0.0169614231047678,False
2,2,1,1,1.0,2.0,0.7253819444444445,1.0,0,20.0,9.290706018518518,1.0,1783.0,3032.0,0.0922488236206629,0.1568333419514969,False
419,0,2,2,0.6440379017904503,26.0,7.692488425925926,30.0,0,0.0,0.0,1.0,237.0,229.0,0.0107207207207207,0.0103603603603603,False
1,1,1,1,0.0,6.0,14.824189814814815,12.0,0,29.0,16.218587962962964,2.0,4.0,2752.0,0.0002585181738276,0.1423401065094876,False
1,1,3,1,0.0,1.0,0.9379050925925926,1.0,0,28.0,34.74047453703704,2.0,2351.0,2603.0,0.1216006617723089,0.1346293041050563,False
8,8,8,1,0.5,1.0,19.444166666666668,9.0,0,39.0,62.251409143518515,5.0,2352.0,6122.0,0.1216460735149666,0.3165486222406038,False
9,9,4,1,0.8288713632524444,1.0,1.0667708333333332,1.0,0,11.0,63.32296585648148,1.0,2353.0,123.0,0.1216914805624483,0.0064102564102564,False
9,9,5,1,0.5308940515588019,1.0,0.8202546296296296,1.0,0,34.0,22.050963804713803,2.0,306.0,2660.0,0.0158697337813388,0.1375549237529077,False
10,10,9,1,0.4407413140318977,1.0,0.9256365740740741,1.0,0,25.0,43.64227314814815,2.0,2355.0,2598.0,0.1217822805747958,0.1343430166442675,False
6,6,2,1,0.0,1.0,1.3629282407407406,1.0,0,11.0,396.4257523148148,2.0,2356.0,2608.0,0.1218276735411174,0.1348529487775882,False
17,17,2,1,0.7244475065025933,1.0,1.6810648148148148,5.0,0,1.0,48.324247685185185,3.0,2357.0,3082.0,0.1218730618151747,0.1593446351044035,True
24,24,2,1,0.778244262658944,1.0,0.7952546296296297,1.0,0,6.0,131.85831845238098,2.0,2358.0,2437.0,0.1219184453976949,0.1260013437386945,False
14,0,2,1,0.7958363892911637,1.0,0.04807870370370371,0.0,1,1.0,14.400026041666665,1.0,20.0,20.0,0.0223642172523961,0.0223642172523961,False
15,15,1,1,0.0,1.0,0.04827546296296296,0.0,1,2.0,0.20909722222222224,1.0,151.0,151.0,0.0078552971576227,0.0078552971576227,True
13,9,1,1,0.0,1.0,9.865532407407407,1.0,0,8.0,55.87473379629629,1.0,2359.0,995.0,0.1219575215751124,0.0514702082579711,False
3,9,3,1,1.0,2.0,2.5497685185185186,3.0,0,2.0,0.08056712962962963,2.0,21.0,44.0,0.0234042553191489,0.0478723404255319,False
6,8,3,2,0.9926140680171256,1.0,1.430173611111111,1.0,0,3.0,7.331131365740741,2.0,162.0,230.0,0.0081847853376851,0.0115992970123022,False
186,114,2,1,0.7673553810350107,5.0,8.654155092592593,5.0,0,69.0,20.039881944444446,1.0,417.0,3034.0,0.0215987185449284,0.1568232315403296,False
20,0,1,1,0.9596390821693784,1.0,0.26296296296296295,7.0,0,2.0,19.649363425925927,2.0,162.0,579.0,0.0084220316213702,0.0299679652784954,False
5,6,1,1,0.8453509366224364,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10,5,1,1,0.5665095065529053,3.0,1.126099537037037,3.0,0,4.0,0.5594097222222222,1.0,1784.0,3035.0,0.0922242314647378,0.1568586928442263,False
87,6,2,1,0.8924299116309143,3.0,1.1716435185185186,3.0,0,6.0,0.2630237268518519,1.0,1785.0,3036.0,0.0922711303988427,0.1569022525315147,False
1,0,1,1,0.0,1.0,3.8654050925925927,1.0,0,1.0,3.0019560185185186,1.0,84.0,616.0,0.0043911763186444,0.0318747739835718,False
1,1,1,1,0.0,1.0,0.7389583333333333,3.0,0,11.0,26.705381944444444,2.0,242.0,68.0,0.7210682492581603,0.2047477744807121,False
2,2,1,1,0.0,1.0,0.1676851851851852,1.0,0,9.0,2.701261574074074,1.0,455.0,366.0,0.0235561524950924,0.0189585701002169,False
4,1,1,1,0.0,4.0,2.1963078703703705,8.0,0,5.0,396.9725231481482,1.0,0.0,132.0,5.165556072111162e-05,0.0068701895759078,False
31,7,2,2,0.3984592740952357,3.0,151.1443402777778,8.0,0,5.0,199.9306365740741,3.0,65.0,3452.0,0.0029702970297029,0.1554005400540054,False
18,1,1,1,0.0,6.0,1.4358333333333333,10.0,0,8.0,101.75199074074074,1.0,1.0,133.0,0.0001033004493569,0.0069211301069159,False
3,3,1,1,0.0,2.0,0.4772569444444445,2.0,0,2.0,144.86373842592593,1.0,20.0,135.0,0.0010845986984815,0.0070240677615948,False
1,1,1,1,0.0,1.0,4.2259375,2.0,0,12.0,16.490127314814817,1.0,406.0,66.0,0.0210194701234312,0.0034602076124567,False
21,24,1,1,0.795071940904768,3.0,1.1716435185185186,3.0,0,6.0,0.1257175925925926,1.0,1786.0,3037.0,0.0922846519314191,0.1568890725056806,False
352,302,1,1,0.974750326091474,2.0,2.4963425925925926,3.0,0,5.0,4.9083854166666665,2.0,456.0,384.0,0.0235992770462174,0.0198812290214304,False
0,0,1,1,0.0,3.0,4.233148148148148,6.0,0,4.0,0.03746527777777778,2.0,457.0,385.0,0.0236496953423525,0.0199318393060002,False
1,1,1,1,0.0,1.0,2.7571180555555554,1.0,0,3.0,397.1386689814815,1.0,358.0,185.0,0.0545509800942106,0.0282631818872511,False
2,0,1,1,0.0,2.0,4.0956828703703705,2.0,0,7.0,23.956724537037037,2.0,862.0,2468.0,0.0445603345897661,0.1274848969897248,False
1,0,1,1,0.0,3.0,1.135185185185185,3.0,0,4.0,0.2509490740740741,1.0,1787.0,3038.0,0.0923124580515256,0.1569002013526769,False
3,3,1,1,0.0,6.0,1.9519675925925926,11.0,0,2.0,24.03341435185185,1.0,413.0,2001.0,0.0213754646840148,0.1033663775299463,False
17,3,1,1,0.0,5.0,10.152060185185185,4.0,0,5.0,4.135393518518518,2.0,278.0,3487.0,0.0144037170882808,0.180072276716572,False
1,1,1,1,0.0,1.0,0.1320486111111111,1.0,0,5.0,23.970648148148147,1.0,2002.0,408.0,0.1034019926694543,0.021114036446234,False
39,34,1,1,0.4558314584408234,1.0,4.848148148148148,5.0,0,28.0,7.077395833333333,2.0,2003.0,2046.0,0.1034482758620689,0.1056679743960355,False
6,15,1,1,0.2761954276479391,2.0,4.848148148148148,5.0,0,11.0,202.1650925925926,3.0,2004.0,2246.0,0.1034945542765704,0.115986166313942,False
74,21,2,2,0.9217647116941612,6.0,4.024201388888889,9.0,0,46.0,7.640445601851852,3.0,498.0,5562.0,0.0224420957949179,0.2501911400944457,False
8,0,1,1,0.0,4.0,1.1053240740740742,1.0,0,4.0,0.02601851851851852,1.0,1789.0,3041.0,0.0923870967741935,0.1570064516129032,False
72,76,6,2,0.8778071386526888,17.0,43.20710648148148,22.0,0,58.0,23.215918209876545,2.0,135.0,2670.0,0.0061159329046184,0.1201151234429104,True
6,0,1,1,0.0,2.0,2.7209606481481483,5.0,0,42.0,13.117638888888889,3.0,64.0,507.0,0.0033544924394901,0.026216648604015,False
29,49,2,1,0.703968042119575,2.0,1.597372685185185,3.0,0,53.0,20.531338252314814,1.0,419.0,3042.0,0.0216740633708329,0.1570337496129631,False
138,120,3,1,0.862723530643293,3.0,8.9253125,3.0,0,4.0,9.060412215099715,1.0,245.0,122.0,0.012694153465091,0.0063470767325455,False
0,10,1,1,0.0,1.0,22.545289351851853,1.0,0,67.0,5.3171875,1.0,227.0,96.0,0.3157894736842105,0.1343490304709141,False
3,0,1,1,0.0,4.0,25.249826388888888,5.0,0,10.0,13.120196759259258,2.0,0.0,519.0,0.0017699115044247,0.9203539823008848,False
19,2,3,1,0.5633841440162104,3.0,8.9253125,3.0,0,3.0,3.0278009259259258,1.0,246.0,123.0,0.0127450980392156,0.0063983488132094,False
4,0,1,1,0.0,1.0,3.394560185185185,2.0,0,9.0,120.47471064814816,2.0,788.0,280.0,0.1198359659781288,0.0426792223572296,False
20,0,1,1,0.0,1.0,3.9592824074074073,1.0,0,15.0,21.31653935185185,1.0,464.0,407.0,0.0239925700428254,0.0210515453278984,False
12,4,1,1,0.9528195311147832,3.0,8.92082175925926,7.0,0,55.0,41.21900462962963,1.0,2361.0,459.0,0.1218656485398823,0.0237333608502734,False
10,40,1,1,0.0,3.0,9.929745370370371,4.0,0,21.0,95.47768518518518,1.0,2362.0,3043.0,0.1219109528968683,0.1570448331011711,False
21,54,1,1,0.7137800977215387,3.0,9.929745370370371,3.0,0,50.0,7.15599537037037,1.0,2363.0,3044.0,0.1219562525794469,0.1570883202641353,False
33,51,1,1,0.6790008072640471,5.0,9.929733796296295,2.0,0,26.0,53.710725308641976,1.0,2364.0,3045.0,0.1220015475883415,0.1571318029404178,False
44,14,1,1,0.4236805715709105,1.0,0.4119791666666666,1.0,0,8.0,55.80913194444444,1.0,124.0,307.0,0.0064479521304033,0.0158877540493139,False
105,15,2,2,0.6271727101756381,3.0,5.787418981481481,4.0,0,11.0,84.33087499999999,1.0,130.0,321.0,0.0058879050743853,0.0144725605645197,False
3,3,2,2,0.6500224216483541,1.0,0.6261574074074074,1.0,0,9.0,171.9339236111111,1.0,131.0,322.0,0.0059325842696629,0.0145168539325842,False
1,3,2,2,1.0,1.0,0.6255208333333333,1.0,0,10.0,171.9633912037037,1.0,132.0,323.0,0.0059772594490135,0.0145611433194013,False
2,2,1,1,1.0,1.0,1.0907175925925927,5.0,0,31.0,199.58929976851854,1.0,617.0,1790.0,0.0318720990201134,0.0923671995874162,False
25,4,1,1,0.5787946246321198,4.0,15.276539351851852,4.0,0,22.0,20.712337962962962,3.0,2272.0,2474.0,0.117219328554484,0.1276365324119437,False
1,7,2,1,0.8112781244591328,1.0,0.9110069444444444,7.0,0,84.0,1.5651041666666667,2.0,2007.0,563.0,0.1035478547854785,0.0290841584158415,False
7,7,1,1,0.0,1.0,0.1521412037037037,1.0,0,11.0,81.92744212962963,1.0,12.0,283.0,0.00197328476017,0.0431086824529447,False
39,2,1,1,0.7893497461274706,2.0,0.36144675925925923,1.0,0,7.0,0.8690625000000001,1.0,1791.0,3046.0,0.0924044758417985,0.1571185479296653,False
65,1,1,1,0.8422602806560413,4.0,1.5065972222222221,6.0,0,2.0,3.823729166666667,1.0,124.0,85.0,0.0064452923584613,0.0044343611426214,True
11,2,4,1,0.993886685743992,1.0,0.17,1.0,0,36.0,7.858449074074074,1.0,1792.0,279.0,0.0924465068316576,0.0144367104923949,False
7,0,1,1,0.0,3.0,3.5094675925925927,2.0,0,12.0,269.36062499999997,1.0,2008.0,221.0,0.1035780573314085,0.011445658898742,False
94,102,1,1,0.7412537184952849,6.0,10.335069444444445,5.0,1,5.0,3.2798828125,1.0,153.0,153.0,0.0079393720678455,0.0079393720678455,True
8,0,1,1,0.0,1.0,93.93275462962963,2.0,0,17.0,28.714791666666667,2.0,0.0,827.0,0.0001517680983457,0.1256639854302625,False
11,6,1,1,0.0,1.0,93.93287037037037,4.0,0,30.0,1.5793402777777779,2.0,0.0,2469.0,5.1551706361480566e-05,0.127332714712857,False
1,1,1,1,0.0,2.0,93.93293981481482,5.0,0,31.0,0.0019675925925925924,2.0,1.0,2470.0,0.00010309809784,0.1273776998814371,False
2,0,1,1,0.0,2.0,1.139699074074074,3.0,0,17.0,7.930173611111111,2.0,136.0,1203.0,0.007061855670103,0.062061855670103,False
22,5,1,1,0.8075742570071975,3.0,3.0324305555555555,2.0,0,2.0,63.072685185185186,1.0,311.0,128.0,0.0160816452760167,0.0066491417968145,False
9,3,1,1,0.4138168503036337,6.0,5.883553240740741,14.0,0,67.0,11.307280092592592,1.0,82.0,63.0,0.1147994467496542,0.0885200553250345,False
12,8,1,1,0.0,2.0,1.1901041666666667,3.0,0,1.0,237.75997685185186,1.0,35.0,16.0,0.0382165605095541,0.0180467091295116,False
32,6,1,1,0.0,2.0,0.233125,1.0,0,4.0,0.8714930555555555,1.0,1793.0,3047.0,0.092464694361406,0.1570972064735594,False
19,0,2,2,0.6292492238560345,1.0,1.4204050925925926,2.0,0,28.0,90.43340277777777,2.0,663.0,235.0,0.0298199128755557,0.0105986437328782,False
1,2,1,1,0.0,1.0,5.923599537037037,1.0,0,12.0,194.93869212962963,1.0,863.0,506.0,0.0445269016697588,0.0261286332714904,False
66,3,2,1,0.8152782236243229,6.0,36.021643518518516,10.0,0,2.0,48.74726273148148,1.0,247.0,234.0,0.012780211285751,0.0121102808554496,False
22,8,3,2,0.8743158394749492,2.0,1.2073958333333332,1.0,0,49.0,0.5255879629629631,1.0,1884.0,3235.0,0.0846430175123484,0.1453075886843287,False
42,1,2,1,0.7659915523925436,2.0,1.0295138888888888,1.0,0,21.0,1.6971643518518518,1.0,864.0,998.0,0.0445715463492554,0.0514762714484464,False
212,47,3,2,0.8503256305067862,12.0,124.07354166666666,19.0,0,53.0,1.3091851851851852,2.0,488.0,2714.0,0.0219558189655172,0.1219019396551724,False
32,27,1,1,0.0,5.0,13.044525462962964,6.0,0,18.0,6.2446875,2.0,65.0,3329.0,0.0034004843114019,0.1715698902570972,False
2,0,1,1,0.0,2.0,3.7415625,14.0,0,27.0,39.084467592592596,3.0,0.0,2326.0,5.1519835136527566e-05,0.1198866563626996,False
2,5,1,1,0.863120568566631,2.0,1.705486111111111,1.0,0,19.0,69.16092592592592,1.0,420.0,3049.0,0.0216887331925197,0.1571274019885631,False
10,2,1,1,0.0,1.0,1.6066087962962963,1.0,0,28.0,1.1083912037037036,1.0,421.0,3050.0,0.0217391304347826,0.1571708221718524,False
24,42,5,1,0.883008951153369,2.0,1.705474537037037,1.0,0,42.0,37.434007523148146,1.0,422.0,3051.0,0.0217895224849327,0.1572142378818317,False
34,10,1,1,0.8799053499499169,7.0,173.7980324074074,4.0,0,39.0,0.9134259259259259,2.0,2369.0,5006.0,0.1220768517564644,0.2579066652930875,False
101,177,2,1,0.7838234961648431,4.0,8.779675925925925,3.0,0,76.0,2.5685625,1.0,2370.0,3053.0,0.1221220705639969,0.1573010558846252,False
5,4,1,1,0.0,1.0,0.18674768518518517,1.0,0,14.0,28.05611111111111,1.0,129.0,312.0,0.0066955088586732,0.0161207251751133,False
1,1,1,1,0.0,8.0,6.125439814814815,2.0,0,1.0,15.796747685185187,1.0,360.0,163.0,0.0185919555029098,0.0084462069320698,False
12,0,1,1,0.0,4.0,0.3468865740740741,7.0,0,22.0,13.671273148148147,1.0,0.0,12.0,0.0013812154696132,0.0179558011049723,False
1,1,1,1,0.0,1.0,0.075,1.0,0,2.0,1.0503587962962964,1.0,1795.0,164.0,0.0924915027294263,0.0084972705736945,False
22,25,3,2,0.744978431585928,10.0,36.34961805555556,13.0,0,64.0,10.548607519157088,1.0,865.0,507.0,0.0445954992533086,0.0261599464442041,False
10,2,2,2,0.9182958340544896,1.0,6.651030092592593,3.0,0,15.0,346.424380787037,2.0,664.0,236.0,0.0298420391312152,0.0106354334948842,False
118,56,3,1,0.6617054049173839,5.0,2.1141666666666667,8.0,0,22.0,58.1646724537037,2.0,10.0,348.0,0.0005663971989083,0.01797023840173,False
7,5,1,1,0.0,1.0,0.3348032407407407,1.0,0,4.0,0.8631481481481482,1.0,1796.0,3054.0,0.0925239419215322,0.1572958500669344,False
2,0,1,1,0.0,3.0,4.37775462962963,18.0,0,42.0,1.7786226851851852,1.0,8.0,237.0,0.0004633681717551,0.0122535138753024,False
0,0,1,1,0.0,1.0,0.15408564814814815,2.0,0,18.0,8.07462962962963,1.0,180.0,461.0,0.0093183690280065,0.0237850082372322,False
1,1,1,1,0.0,2.0,0.07296296296296297,2.0,0,6.0,49.861909722222215,1.0,361.0,408.0,0.0186357786357786,0.021055341055341,False
28,12,2,1,0.9630603734213402,2.0,0.13366898148148149,2.0,0,6.0,4.9859837962962965,2.0,3055.0,1956.0,0.1573149387418923,0.1007412745804591,False
46,11,3,1,0.6701527284283674,4.0,1.686597222222222,3.0,0,42.0,1.9327662037037037,1.0,2010.0,411.0,0.1035157255366242,0.0212075976733412,False
23,0,1,1,0.707384219117712,5.0,8.660497685185186,8.0,0,25.0,56.863576388888895,1.0,557.0,2371.0,0.028721432983323,0.1220918262301832,False
